Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Popularity Index
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Dunkin',40.89838958635662,-73.85464265921001,Donut Shop,49
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Rite Aid,40.8922837,-73.8583027,Pharmacy,48
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Walgreens,40.89875681347848,-73.85444551706314,Pharmacy,47
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,McDonald's,40.90264544569362,-73.84948544204235,Fast Food Restaurant,46
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Fine Fare,40.88924476474482,-73.84357937403945,Supermarket,45
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Shell,40.894187118166535,-73.84586195733382,Gas Station,44
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Foodtown,40.896418935039556,-73.85564224112738,Supermarket,43
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Rite Aid,40.8890623,-73.8429927,Pharmacy,42
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Walgreens,40.896528,-73.8447,Pharmacy,41
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Carvel Ice Cream,40.890486685759605,-73.84856772568665,Ice Cream Shop,40
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Shell,40.891771000000006,-73.853213,Gas Station,39
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,McDonald's,40.892779,-73.857473,Fast Food Restaurant,38
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Deals,40.894326599946716,-73.8570135303672,Discount Store,37
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Associated Supermarket,40.88796975874366,-73.84692879859317,Supermarket,36
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Dunkin',40.8904587811365,-73.84908886747644,Donut Shop,35
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Capital One Bank,40.89374018544049,-73.85745366780156,Bank,34
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Chase Bank,40.893297,-73.856222,Bank,33
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Seton Falls Park,40.8884138255166,-73.84018621289728,Park,32
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Ali's Roti Shop,40.89403569556059,-73.8569349369388,Caribbean Restaurant,31
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,D & A Deli,40.88871,-73.841641,Convenience Store,30
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Baychester Avenue Food Truck,40.890479268747484,-73.84272476029565,Food Truck,29
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Ripe Kitchen & Bar,40.898151685683544,-73.83887499584462,Caribbean Restaurant,28
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Hong Kong China King,40.89164018732252,-73.84089838786122,Chinese Restaurant,27
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Popeyes Louisiana Kitchen,40.889322016018355,-73.84332313766208,Fried Chicken Joint,26
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Rite Aid,40.896649,-73.8448461,Pharmacy,25
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Jimbo's,40.89174013088267,-73.85822584571335,Burger Joint,24
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Dunkin',40.89306385538046,-73.85697719386576,Donut Shop,23
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,E&L Bakery,40.893564000000005,-73.85699699999999,Bakery,22
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Jackie's West Indian Bakery,40.88928305984094,-73.84330953453158,Caribbean Restaurant,21
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Family Dollar,40.898848,-73.853549,Discount Store,20
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Inn At the Border,40.898247785493794,-73.83864124385997,Other Nightlife,19
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop,18
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,NYCT  - 239 St.  Refuse Train Yard,40.901627561711905,-73.8486459961341,Metro Station,17
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Shell,40.886595957614354,-73.84916287540008,Gas Station,16
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Rite Aid,40.89851188277123,-73.8553595778686,Pharmacy,15
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,MTA MaBSTOA Bus: Bx39 / BxM11 & Bee-Line Bus: Route 40/41/42/43X at E. 241st St / White Plains Road,40.903192111214224,-73.85024257438126,Bus Station,14
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Popeyes Louisiana Kitchen,40.898292,-73.854719,Fried Chicken Joint,13
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Domino's Pizza,40.89844256649264,-73.85485053062439,Pizza Place,12
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Subway,40.89046821651127,-73.8491520209833,Sandwich Place,11
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,T-Mobile,40.893263930471456,-73.85722409127993,Mobile Phone Shop,10
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Crown Fried Chicken,40.893755999999996,-73.856889,Southern / Soul Food Restaurant,9
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,MTA MaBSTOA Bus Bx16 / Bx39 / BxM11 & Bee-line 25 / 26 At 233rd St & White Plains Road,40.89855607424769,-73.85464610386165,Bus Station,8
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Beeline 42 bus - 233 st.,40.89351888191641,-73.8572552091591,Bus Station,7
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Got Liquor?,40.89375913215303,-73.85896925161119,Liquor Store,6
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,MN Deli,40.898392729492464,-73.85432089969274,Bagel Shop,5
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Dragon Star Chinese Food,40.893952,-73.856779,Chinese Restaurant,4
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,world of spice,40.898561,-73.853827,Food & Drink Shop,3
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,McDonald's,40.8913759474037,-73.85163239095422,Fast Food Restaurant,2
"Wakefield, Bronx, New York",40.89470517661,-73.84720052054902,Bee Line 42 MTA NYCT BX39 MTABus BXM11 (White Plains Road/238th St),40.89821356300333,-73.85453259642759,Bus Station,1
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall,87
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Stop and Shop,40.8805081,-73.8251382,Supermarket,86
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Stop & Shop,40.868718192845556,-73.82542133331299,Supermarket,85
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx28 / Bx30 / Bx38 / MTA Bus Bx23/ BxM7/ Q50 at the Dreiser Loop / Co-op City Blvd (Section 1/2),40.875943195045075,-73.82940420195395,Bus Station,84
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,AMC Bay Plaza Cinema 13,40.866993771217054,-73.82508460459398,Movie Theater,83
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall,82
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop,81
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store,80
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,MTA Subway - Baychester Ave (5),40.87935541145089,-73.83761200125794,Metro Station,79
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,7 eleven,40.869155118939915,-73.83156599525223,Convenience Store,78
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Capri II Pizza,40.87637420537464,-73.82994042507629,Pizza Place,77
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx26 / Bx28 / Q50 at Asch Loop / alcott Place,40.871387402235094,-73.830646276474,Bus Station,76
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Food Universe Marketplace,40.87673987981054,-73.82898048976519,Grocery Store,75
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Dallas BBQ,40.86795564512483,-73.82530024455193,BBQ Joint,74
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Five Below,40.86826210150015,-73.82481112912296,Discount Store,73
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Kmart,40.86646442,-73.8294637,Department Store,72
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy,71
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant,70
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Marshalls,40.868493455256,-73.8298282027244,Department Store,69
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Starbucks,40.86561735082342,-73.82726323730006,Coffee Shop,68
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant,67
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Staples,40.867647,-73.828963,Paper / Office Supplies Store,66
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,MTA Regional Bus Depot - Gun Hill,40.867520982068406,-73.8327426821393,Bus Station,65
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Haffen Park,40.87359183437905,-73.8385091455745,Park,64
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Walgreens,40.8806,-73.825,Pharmacy,63
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Chase Bank,40.867348,-73.827217,Bank,62
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Popeyes Louisiana Kitchen,40.86860057501349,-73.8312082077379,Fried Chicken Joint,61
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place,60
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Applebee's Grill + Bar,40.86618631,-73.82647786,American Restaurant,59
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Dunkin',40.8697065,-73.8295177,Donut Shop,58
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant,57
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Red Lobster,40.869059,-73.826987,Seafood Restaurant,56
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Chipotle Mexican Grill,40.868854,-73.82627,Mexican Restaurant,55
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Panera Bread,40.867866294858295,-73.82784470915794,Bakery,54
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Clean Rite Center,40.86912050760486,-73.833845445115,Laundromat,53
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Rite Aid,40.881139,-73.823758,Pharmacy,52
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Mattress Firm,40.87223414329722,-73.8286072661231,Mattress Store,51
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Arby's,40.8704113,-73.828606,Fast Food Restaurant,50
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery,49
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store,48
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Party City,40.866721011414036,-73.82841083168671,Miscellaneous Shop,47
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Forever 21,40.866463,-73.82951800000001,Clothing Store,46
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,GameStop,40.86786409498371,-73.82540995478442,Video Game Store,45
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Bartow Mall,40.86962910502878,-73.82806667576247,Shopping Mall,44
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Sangria Cafe,40.869620114462194,-73.82807151742419,Spanish Restaurant,43
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant,42
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Carter's,40.866811,-73.827478,Kids Store,41
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Modell's Sporting Goods,40.867080780477885,-73.82567456237783,Sporting Goods Shop,40
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store,39
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Bob's Discount Furniture,40.8668145,-73.827436,Furniture / Home Store,38
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Ramada by Wyndham Bronx,40.879865,-73.831504,Hotel,37
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,The Park,40.87764512391663,-73.83083580661068,Park,36
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,The Garage,40.88216467197872,-73.82759319234759,Nightclub,35
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Pier 1 Imports,40.866860229788,-73.8275778293609,Furniture / Home Store,34
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Bagels on Bartow,40.87028,-73.828611,Bagel Shop,33
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Verizon,40.866683850467645,-73.82628383583449,Mobile Phone Shop,32
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Co Op City Lil League Field,40.87585277,-73.82441818714142,Baseball Field,31
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Lia's bowling,40.869011,-73.829882,Bowling Alley,30
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,PC Richards & Son Bay Plaza mall,40.86579834119964,-73.83055436860468,Electronics Store,29
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,DSW,40.86780417901166,-73.82672677193412,Shoe Store,28
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Thru-way Pizza & Grill,40.882481,-73.829751,Pizza Place,27
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Saks OFF 5TH,40.86566801,-73.8296628,Department Store,26
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Royal Tropical Bakery,40.879996999999996,-73.83838100000001,Bakery,25
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,The Children's Place,40.866972141895964,-73.82587946178818,Kids Store,24
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,City Pizza,40.88045918137706,-73.82397205125304,Pizza Place,23
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Claire's,40.8668555145782,-73.82810756416545,Accessories Store,22
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Ashley HomeStore,40.86759,-73.82818,Furniture / Home Store,21
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,DSW Designer Shoe Warehouse,40.8678309,-73.8270381,Shoe Store,20
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Mattress Firm,40.86881401929237,-73.83367127976226,Mattress Store,19
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Burlington,40.866486,-73.826899,Department Store,18
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,24 Hour Fitness,40.86781839234004,-73.82498414619204,Gym / Fitness Center,17
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,T-Mobile,40.86852738129755,-73.82726092638222,Mobile Phone Shop,16
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant,15
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,MTA BxM7,40.86931937330638,-73.82597089328371,Bus Line,14
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Hungry Howie's,40.880556457550355,-73.8237710171732,Pizza Place,13
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,AT&T,40.86826790527491,-73.82484197616577,Mobile Phone Shop,12
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station,11
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,New York & Company,40.86577,-73.82981,Women's Store,10
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Baskin-Robbins,40.87004451117903,-73.8295779479274,Ice Cream Shop,9
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Romantic Depot,40.88239912410163,-73.82969282119849,Business Service,8
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Pelham Bay Plaza,40.867237416357796,-73.8241960604158,Department Store,7
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Chinese Buffet,40.88053257622219,-73.82376206745879,Chinese Restaurant,6
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Apple Bank,40.869345,-73.830924,Bank,5
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Verizon,40.8664826,-73.8259775,Mobile Phone Shop,4
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,SUBWAY,40.868719,-73.83370699999999,Sandwich Place,3
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant,2
"Co-op City, Bronx, New York",40.87429419303012,-73.82993910812398,China Inn Buffet,40.880815999999996,-73.824963,Buffet,1
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Stop and Shop,40.8805081,-73.8251382,Supermarket,71
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall,70
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store,69
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant,68
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega,67
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,FedEx Ship Center,40.895506,-73.82764,Shipping Store,66
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center,65
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,BP,40.89405892,-73.82426564,Gas Station,64
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Wendy’s,40.88959742209178,-73.81994292140007,Fast Food Restaurant,63
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Mingles,40.884145813963066,-73.83261297304038,Cocktail Bar,62
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop,61
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store,60
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dunkin',40.894053559836536,-73.82401608723755,Donut Shop,59
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant,58
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant,57
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,S & Y Grace,40.883881,-73.83215200000001,Grocery Store,56
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,MTA Bus Operations Depot - Eastchester,40.88288936776675,-73.82109225634005,Bus Station,55
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Gourmet Express,40.890508467185455,-73.81759071296698,Café,54
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop,53
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Walgreens,40.8806,-73.825,Pharmacy,52
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Five Guys,40.8939600669499,-73.82007992944773,Burger Joint,51
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Wingstop,40.891268,-73.819114,Wings Joint,50
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop,49
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot,48
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant,47
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888249,-73.831661,Caribbean Restaurant,46
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint,45
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Panera Bread,40.8914937,-73.8190083,Bakery,44
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Rite Aid,40.881139,-73.823758,Pharmacy,43
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,HomeGoods,40.8908145,-73.8208492,Furniture / Home Store,42
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,de reimer deli and grocery,40.88149294728297,-73.83572357419423,Deli / Bodega,41
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dave & Buster's,40.892236,-73.821055,Sports Bar,40
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym,39
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Five Below,40.8927458,-73.8184962,Discount Store,38
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner,37
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Columbus Diner,40.89446524525078,-73.82424218679706,Diner,36
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,City World Hyundai Service Center,40.882516,-73.829102,Auto Garage,35
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant,34
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner,33
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Shell,40.89152962994204,-73.8174939773084,Gas Station,32
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley,31
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Ramada by Wyndham Bronx,40.879865,-73.831504,Hotel,30
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,The Garage,40.88216467197872,-73.82759319234759,Nightclub,29
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,The Vitamin Shoppe,40.8930603,-73.8193219,Supplement Shop,28
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,NYW&B Railway - Baychester,40.887882155187874,-73.83116319314648,Platform,27
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Modell's Sporting Goods,40.89257968049204,-73.81993080158198,Sporting Goods Shop,26
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,GameStop,40.89339494777863,-73.81979831212374,Video Game Store,25
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant,24
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Thru-way Pizza & Grill,40.882481,-73.829751,Pizza Place,23
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Chase Bank,40.89247656015229,-73.81878152489662,Bank,22
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place,21
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,CTown Supermarkets,40.88382057895575,-73.8327544927597,Grocery Store,20
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Pelham Manor Shopping Plaza,40.8922573067517,-73.81776143990406,Shopping Mall,19
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Knuckleheads,40.891075,-73.81718199999999,Bar,18
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant,17
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Shopwell Plaza,40.88414438691145,-73.83200095565496,Shopping Mall,16
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,St. Paul's Church National Historic Site,40.89348196615198,-73.82532759000522,Historic Site,15
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Sally Beauty,40.89108,-73.820714,Cosmetics Shop,14
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Marshalls,40.890873,-73.821115,Department Store,13
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station,12
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,T-Mobile,40.892861,-73.818548,Mobile Phone Shop,11
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Jimmy's Best Chinese Restaurant,40.8841792178673,-73.83268490851218,Asian Restaurant,10
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Lane Bryant,40.891329,-73.821005,Women's Store,9
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,SUBWAY,40.88393200040707,-73.83199027260656,Sandwich Place,8
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,NSA Supermarkets,40.88406190808122,-73.83264949221893,Supermarket,7
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Gormet Deli & Cafe,40.890461053103884,-73.81792370808928,Sandwich Place,6
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,GNC,40.89101784734083,-73.82074507058611,Supplement Shop,5
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,T-Mobile,40.8926726,-73.8185913,Mobile Phone Shop,4
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Xing Lung Chinese Restaurant,40.8887854684858,-73.83122576835156,Chinese Restaurant,3
"Eastchester, Bronx, New York",40.887555677350775,-73.82780644716412,Pimento Caribbean Restaurant,40.88436878845637,-73.83211203676869,Caribbean Restaurant,2
